clusters	cut	ortho	annotation	Atid
TR87468|c6_g1	2	2328	#N/A	#N/A
TR77060|c13_g1	6	2328	#N/A	#N/A
TR87513|c2_g1	3	2328	#N/A	#N/A
TR69539|c4_g1	3	2328	#N/A	#N/A
TR46622|c4_g1	1	2328	#N/A	#N/A
TR31151|c1_g1	1	2328	#N/A	#N/A
TR59770|c0_g1	2	2328	#N/A	#N/A
TR92434|c0_g1	3	2328	#N/A	#N/A
TR87439|c0_g1	3	2328	#N/A	#N/A
TR84399|c0_g2	3	2328	#N/A	#N/A
TR58024|c2_g1	3	2328	#N/A	#N/A
TR51185|c0_g2	1	2328	#N/A	#N/A
TR92029|c2_g1	3	2328	#N/A	#N/A
TR48348|c0_g3	3	2328	#N/A	#N/A
TR97768|c1_g1	6	2328	#N/A	#N/A
TR34248|c0_g1	4	2328	#N/A	#N/A
TR95070|c3_g1	6	2328	#N/A	#N/A
TR94959|c0_g1	3	2328	#N/A	#N/A
TR53973|c7_g1	1	2328	#N/A	#N/A
TR58572|c0_g1	6	2328	#N/A	#N/A
TR41939|c1_g1	3	2328	#N/A	#N/A
TR50453|c0_g1	6	2328	#N/A	#N/A
TR88579|c6_g1	2	2328	#N/A	#N/A
TR83497|c0_g1	3	2328	#N/A	#N/A
TR89623|c6_g1	6	2328	#N/A	#N/A
TR20327|c0_g1	2	2328	#N/A	#N/A
TR76726|c0_g1	2	2328	#N/A	#N/A
TR70112|c0_g1	6	2328	#N/A	#N/A
TR46782|c0_g1	1	2328	#N/A	#N/A
TR67113|c0_g1	2	2328	#N/A	#N/A
TR76440|c0_g1	3	2328	#N/A	#N/A
TR6050|c0_g1	1	2328	#N/A	#N/A
TR83532|c2_g1	4	2328	#N/A	#N/A
TR50996|c1_g1	3	2328	#N/A	#N/A
TR62989|c0_g1	1	2328	#N/A	#N/A
TR31544|c1_g1	5	2328	#N/A	#N/A
TR53907|c2_g2	3	2328	#N/A	#N/A
TR32236|c1_g1	4	2328	#N/A	#N/A
TR43446|c0_g1	6	2328	#N/A	#N/A
TR75622|c2_g1	2	2328	#N/A	#N/A
TR46923|c2_g1	3	2328	#N/A	#N/A
TR81202|c0_g1	3	2328	#N/A	#N/A
TR52244|c0_g1	2	2328	#N/A	#N/A
TR28405|c0_g2	2	2328	#N/A	#N/A
TR23202|c0_g1	4	2328	#N/A	#N/A
TR65961|c0_g1	6	2328	#N/A	#N/A
TR44405|c1_g1	3	2328	#N/A	#N/A
TR65278|c0_g1	4	2328	#N/A	#N/A
TR98370|c0_g1	4	2328	#N/A	#N/A
TR36866|c0_g1	2	2328	#N/A	#N/A
TR94938|c0_g1	3	2328	#N/A	#N/A
TR95713|c0_g1	3	2328	#N/A	#N/A
TR32750|c10_g1	4	2328	#N/A	#N/A
TR68513|c0_g1	6	2328	#N/A	#N/A
TR82864|c1_g1	3	2328	#N/A	#N/A
TR67637|c1_g1	4	2328	#N/A	#N/A
TR34940|c0_g1	2	2328	#N/A	#N/A
TR69566|c0_g1	5	2328	#N/A	#N/A
TR100612|c0_g1	4	2328	#N/A	#N/A
TR63143|c0_g1	4	2328	#N/A	#N/A
TR40948|c4_g1	2	2328	#N/A	#N/A
TR33327|c1_g1	3	2328	#N/A	#N/A
TR30750|c0_g1	5	2328	#N/A	#N/A
TR40005|c3_g1	3	2328	#N/A	#N/A
TR53245|c3_g1	6	2328	#N/A	#N/A
TR29165|c1_g1	5	2328	#N/A	#N/A
TR74981|c0_g1	1	2328	#N/A	#N/A
TR80459|c4_g5	6	2328	#N/A	#N/A
TR83450|c20_g2	6	2328	#N/A	#N/A
TR68999|c6_g1	6	2328	#N/A	#N/A
TR44499|c0_g1	4	2328	#N/A	#N/A
TR48057|c0_g1	6	2328	#N/A	#N/A
TR61339|c1_g1	4	2328	#N/A	#N/A
TR62614|c0_g1	3	2328	#N/A	#N/A
TR29307|c0_g1	6	2328	#N/A	#N/A
TR99731|c2_g2	2	2328	#N/A	#N/A
TR53234|c1_g1	1	2328	#N/A	#N/A
TR18060|c0_g1	6	2328	#N/A	#N/A
TR72168|c0_g1	6	2328	#N/A	#N/A
TR51072|c6_g1	1	2328	#N/A	#N/A
TR84293|c3_g3	4	2328	#N/A	#N/A
TR26254|c6_g2	6	2328	#N/A	#N/A
TR32403|c0_g1	5	2330	Protein kinase protein with tetratricopeptide repeat domain	AT1G50990
TR97661|c0_g1	2	2331	"stress-inducible protein, putative"	AT1G62740
TR88630|c0_g1	4	2333	LisH dimerisation motif;WD40/YVTN repeat-like-containing domain	AT4G32551
TR32404|c0_g2	4	2333	LisH dimerisation motif;WD40/YVTN repeat-like-containing domain	AT4G32551
TR90430|c0_g1	1	2333	LisH dimerisation motif;WD40/YVTN repeat-like-containing domain	AT4G32551
TR33234|c0_g1	5	2334	TRAF-like superfamily protein	AT1G04300
TR41118|c0_g1	5	2339	NC domain-containing protein-related	AT3G02700
TR95035|c0_g1	5	2344	Octicosapeptide/Phox/Bem1p family protein	AT5G16220
TR51192|c0_g1	6	2345	Xanthine/uracil permease family protein	AT5G50300
TR31416|c0_g1	3	2346	Trypsin family protein	AT5G45030
TR12984|c0_g1	2	2347	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT3G60910
TR46943|c1_g1	2	2354	photosystem I light harvesting complex gene 5	AT1G45474
TR69586|c0_g1	5	2355	polypyrimidine tract-binding protein 2	AT5G53180
TR38418|c0_g1	6	2356	Sec14p-like phosphatidylinositol transfer family protein	AT1G22180
TR46942|c5_g7	3	2359	rubisco activase	AT2G39730
TR46942|c3_g1	3	2359	rubisco activase	AT2G39730
TR46942|c5_g3	3	2359	rubisco activase	AT2G39730
TR46942|c3_g2	3	2359	rubisco activase	AT2G39730
TR46942|c5_g2	3	2359	rubisco activase	AT2G39730
TR46942|c4_g1	3	2359	rubisco activase	AT2G39730
TR39924|c0_g3	2	2359	rubisco activase	AT2G39730
TR31371|c3_g5	3	2359	rubisco activase	AT2G39730
TR46942|c5_g6	3	2359	rubisco activase	AT2G39730
TR30727|c6_g1	1	2361	Protein of unknown function (DUF3411)	AT2G37860
TR53948|c0_g1	1	2361	Protein of unknown function (DUF3411)	AT2G37860
TR53859|c0_g2	3	2362	Ribosomal protein S24e family protein	AT5G28060
TR51236|c0_g1	4	2362	Ribosomal protein S24e family protein	AT5G28060
TR56176|c0_g1	3	2363	Transcription initiation factor TFIID subunit A	AT1G17440
TR93610|c0_g1	5	2366	SMAD/FHA domain-containing protein 	AT3G07260
TR28230|c0_g1	1	2374	Transcription elongation factor (TFIIS) family protein	AT4G24200
TR80862|c0_g1	6	2374	Transcription elongation factor (TFIIS) family protein	AT4G24200
TR64445|c0_g1	2	2377	0	AT3G54750
TR53820|c1_g1	5	2378	ubiquitin-associated (UBA)/TS-N domain-containing protein	AT1G04850
TR49469|c0_g1	1	2382	Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein	AT5G13020
TR61145|c0_g1	1	2382	Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein	AT5G13020
TR84528|c0_g2	1	2382	Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein	AT5G13020
TR87844|c0_g1	3	2383	fatty acid desaturase 2	AT3G12120
TR62711|c2_g2	5	2387	Protein kinase superfamily protein	AT1G65950
TR70303|c0_g1	5	2390	BTB-POZ and MATH domain 1	AT5G19000
TR48198|c0_g1	5	2393	0	AT1G79160
TR61938|c2_g2	5	2393	0	AT1G79160
TR72391|c0_g1	4	2393	0	AT1G79160
TR79438|c1_g2	1	2395	SecY protein transport family protein	AT1G78720
TR41634|c0_g2	1	2395	SecY protein transport family protein	AT1G78720
TR59807|c0_g3	1	2396	ureide permease 2	AT2G03530
TR84378|c0_g1	4	2396	ureide permease 2	AT2G03530
TR9567|c0_g1	2	2398	0	AT3G21320
TR10694|c0_g1	6	2407	UB-like protease 1B	AT4G00690
TR48958|c0_g1	4	2407	UB-like protease 1B	AT4G00690
TR23778|c0_g1	1	2409	RNA-binding (RRM/RBD/RNP motifs) family protein	AT2G42240
TR79342|c1_g1	4	2409	RNA-binding (RRM/RBD/RNP motifs) family protein	AT2G42240
TR84288|c0_g2	3	2414	ataxia-telangiectasia mutated	AT3G48190
TR80377|c9_g1	5	2418	RNA-binding KH domain-containing protein	AT4G26480
TR80377|c9_g3	5	2418	RNA-binding KH domain-containing protein	AT4G26480
TR31392|c1_g1	6	2419	B-box type zinc finger protein with CCT domain	AT5G48250
TR82137|c0_g2	1	2420	Amino acid dehydrogenase family protein	AT4G00600
TR35886|c0_g1	4	2420	Amino acid dehydrogenase family protein	AT4G00600
TR87838|c0_g2	5	2423	time for coffee	AT3G22380
TR87838|c0_g1	5	2423	time for coffee	AT3G22380
TR92400|c0_g1	4	2430	tRNAse Z1	AT1G74700
TR101880|c7_g11	2	2431	Ribulose bisphosphate carboxylase (small chain) family protein	AT5G38410
TR101880|c7_g12	2	2431	Ribulose bisphosphate carboxylase (small chain) family protein	AT5G38410
TR101880|c7_g8	2	2431	Ribulose bisphosphate carboxylase (small chain) family protein	AT5G38410
TR101880|c7_g2	4	2431	Ribulose bisphosphate carboxylase (small chain) family protein	AT5G38410
TR63717|c0_g1	3	2434	Aldolase-type TIM barrel family protein	AT3G14420
TR46603|c0_g1	3	2437	Vacuolar sorting protein 9 (VPS9) domain	AT3G19770
TR37833|c0_g1	1	2438	NAD(P)-binding Rossmann-fold superfamily protein	AT2G02400
TR89262|c0_g1	6	2440	cation/hydrogen exchanger 15	AT2G13620
TR22902|c0_g1	4	2441	Uncharacterised conserved protein (UCP012943)	AT5G61490
TR67987|c0_g1	4	2447	LOB domain-containing protein 39	AT4G37540
TR18730|c0_g1	2	2450	ARABIDOPSIS THALIANA PEROXYGENASE 2	AT5G55240
TR81630|c0_g1	4	2453	basic pentacysteine 4	AT2G21240
TR91962|c0_g1	2	2453	basic pentacysteine 4	AT2G21240
TR51353|c0_g1	5	2456	heat shock transcription factor  C1	AT3G24520
TR76680|c0_g1	3	2456	heat shock transcription factor  C1	AT3G24520
TR97758|c0_g1	1	2461	Ankyrin repeat family protein	AT5G40160
TR30750|c9_g1	5	2462	tRNA/rRNA methyltransferase (SpoU) family protein	AT4G17610
TR74789|c0_g2	6	2462	tRNA/rRNA methyltransferase (SpoU) family protein	AT4G17610
TR28266|c0_g1	2	2462	tRNA/rRNA methyltransferase (SpoU) family protein	AT4G17610
TR53900|c4_g1	6	2467	"methylcrotonyl-CoA carboxylase alpha chain, mitochondrial / 3-methylcrotonyl-CoA carboxylase 1 (MCCA)"	AT1G03090
TR82248|c0_g1	1	2469	Aluminium activated malate transporter family protein	AT2G17470
TR48780|c2_g1	1	2470	Pectin lyase-like superfamily protein	AT3G55140
TR77402|c0_g2	3	2472	0	AT5G21050
TR100906|c1_g1	4	2476	R-protein L3 B	AT1G61580
TR56317|c0_g1	1	2478	gibberellin 2-oxidase 6	AT1G02400
TR55676|c0_g2	2	2478	gibberellin 2-oxidase 6	AT1G02400
TR68747|c0_g1	1	2479	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT3G57180
TR69616|c5_g1	1	2480	homeodomain GLABROUS 2	AT1G05230
TR69616|c1_g1	5	2480	homeodomain GLABROUS 2	AT1G05230
TR69616|c4_g1	5	2480	homeodomain GLABROUS 2	AT1G05230
TR48371|c0_g1	3	2482	0	AT2G10560
TR76282|c0_g1	6	2482	0	AT2G10560
TR39977|c1_g1	5	2482	0	AT2G10560
TR42885|c0_g1	3	2482	0	AT2G10560
TR52182|c0_g2	5	2483	FRIGIDA-like protein	AT4G14900
TR52182|c0_g1	5	2483	FRIGIDA-like protein	AT4G14900
TR91128|c0_g2	6	2485	RING/U-box protein	AT3G05670
TR81974|c0_g1	5	2485	RING/U-box protein	AT3G05670
TR96844|c0_g1	5	2487	0	AT1G19010
TR99704|c1_g1	3	2487	0	AT1G19010
TR45546|c4_g2	5	2494	prenylcysteine methylesterase	AT5G15860
TR84251|c0_g1	1	2500	Aspartate kinase family protein	AT5G14060
TR47428|c0_g1	1	2500	Aspartate kinase family protein	AT5G14060
TR66259|c0_g1	2	2501	Cysteine proteinases superfamily protein	AT3G02070
TR26784|c2_g1	1	2503	Metal-dependent phosphohydrolase	AT2G23820
TR58725|c0_g1	5	2506	ARM repeat superfamily protein	AT3G59020
TR74220|c0_g1	5	2508	Galactosyltransferase family protein	AT2G26100
TR39978|c1_g4	3	2512	0	AT3G45830
TR74300|c0_g1	2	2514	alpha/beta-Hydrolases superfamily protein	AT5G21950
TR34049|c3_g1	2	2514	alpha/beta-Hydrolases superfamily protein	AT5G21950
TR77460|c0_g1	5	2515	extra-large GTP-binding protein 3	AT1G31930
TR24148|c0_g1	6	2522	xyloglucan endotransglucosylase/hydrolase 28	AT1G14720
TR41164|c3_g1	4	2526	Protein kinase superfamily protein	AT4G10390
TR31696|c3_g2	1	2532	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G47080
TR96196|c0_g1	1	2532	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G47080
TR46676|c0_g1	5	2534	Ribosomal protein S5/Elongation factor G/III/V family protein	AT1G56070
TR88464|c1_g1	6	2536	SBP (S-ribonuclease binding protein) family protein	AT3G12920
TR38956|c0_g1	5	2538	Ankyrin repeat family protein	AT3G12360
TR87803|c1_g1	6	2541	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G78240
TR87803|c2_g2	6	2541	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G78240
TR87803|c2_g1	6	2541	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G78240
TR48184|c1_g2	4	2544	Ribosomal protein L14	AT4G27090
TR48726|c1_g1	1	2561	"Arp2/3 complex, 34 kD subunit p34-Arc"	AT1G30825
TR38997|c3_g1	1	2562	Zinc finger C-x8-C-x5-C-x3-H type family protein	AT2G47850
TR32712|c0_g1	4	2566	Leucine-rich repeat protein kinase family protein	AT5G51560
TR64450|c0_g1	5	2568	Ribosomal protein S12/S23 family protein	AT3G09680
TR64223|c0_g1	5	2571	GBF-interacting protein 1	AT3G13222
TR61933|c1_g1	3	2572	WRKY DNA-binding protein 34	AT4G26440
TR59600|c0_g1	1	2572	WRKY DNA-binding protein 34	AT4G26440
TR93842|c0_g1	5	2573	Integral membrane HRF1 family protein	AT3G59500
TR26574|c0_g1	6	2575	xyloglucan endotransglucosylase/hydrolase 9	AT4G03210
TR56846|c0_g1	1	2577	Insulinase (Peptidase family M16) protein	AT3G02090
TR94994|c5_g2	3	2578	squalene monooxygenase 2	AT5G24140
TR89232|c0_g1	3	2579	Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein	AT2G25290
TR58005|c0_g1	4	2584	FORMS APLOID AND BINUCLEATE CELLS 1A	AT1G34260
TR80384|c2_g1	6	2588	Basic-leucine zipper (bZIP) transcription factor family protein	AT5G11260
TR54015|c1_g1	3	2590	0	AT5G54165
TR41297|c0_g1	1	2591	Tetratricopeptide repeat (TPR)-like superfamily protein	AT5G67570
TR26842|c2_g1	1	2602	SNARE-like superfamily protein	AT3G09800
TR86644|c0_g1	4	2603	"Protein of unknown function, DUF538"	AT1G55265
TR19796|c0_g1	6	2604	Protein of unknown function (DUF581)	AT2G25690
TR57142|c0_g1	1	2606	0	AT1G08270
TR76266|c1_g1	1	2607	3-hydroxyacyl-CoA dehydratase 1	AT4G14440
TR40997|c0_g1	3	2608	sphere organelles protein-related	AT1G13030
TR89246|c1_g1	6	2608	sphere organelles protein-related	AT1G13030
TR48752|c0_g1	3	2608	sphere organelles protein-related	AT1G13030
TR40997|c1_g1	3	2608	sphere organelles protein-related	AT1G13030
TR33200|c0_g1	5	2610	Regulator of Vps4 activity in the MVB pathway protein	AT4G32350
TR81993|c0_g1	5	2610	Regulator of Vps4 activity in the MVB pathway protein	AT4G32350
TR77258|c0_g1	4	2611	0	AT4G33980
TR77258|c0_g2	6	2611	0	AT4G33980
TR100813|c0_g1	5	2617	#N/A	#N/A
TR80386|c1_g2	3	2628	HEAT repeat-containing protein	AT1G67140
TR52763|c0_g2	3	2629	ubiquitin family protein	AT2G17190
TR56247|c0_g1	1	2631	Glutaredoxin family protein	AT1G77370
TR81111|c0_g1	3	2631	Glutaredoxin family protein	AT1G77370
TR53251|c1_g3	1	2639	CSL zinc finger domain-containing protein	AT2G15910
TR100652|c1_g3	5	2640	ATP binding	AT3G24430
TR74504|c0_g1	5	2644	Pleckstrin homology (PH) domain superfamily protein	AT5G49370
TR34212|c0_g1	5	2644	Pleckstrin homology (PH) domain superfamily protein	AT5G49370
TR79394|c2_g2	5	2645	0	AT3G17120
TR48084|c0_g1	1	2651	DEA(D/H)-box RNA helicase family protein	AT5G60990
TR83734|c0_g1	5	2652	MIF4G domain-containing protein / MA3 domain-containing protein	AT2G24050
TR84279|c1_g2	4	2653	Protein kinase superfamily protein	AT3G57120
TR56222|c0_g1	3	2655	BTB/POZ domain-containing protein	AT3G09030
TR27461|c1_g1	5	2655	BTB/POZ domain-containing protein	AT3G09030
TR51549|c0_g1	3	2655	BTB/POZ domain-containing protein	AT3G09030
TR39949|c4_g1	1	2657	0	AT1G08530
TR58778|c8_g1	5	2661	TGA1A-related gene 3	AT1G22070
TR96211|c0_g1	3	2662	Ribosomal protein L34e superfamily protein	AT5G15260
TR59667|c0_g1	1	2664	glycine-rich protein	AT3G29075
TR77044|c0_g1	4	2670	OxaA/YidC-like membrane insertion protein	AT1G24490
TR75596|c1_g1	5	2676	Calreticulin family protein	AT5G07340
TR64172|c0_g1	1	2676	Calreticulin family protein	AT5G07340
TR75596|c1_g2	5	2676	Calreticulin family protein	AT5G07340
TR32939|c0_g1	4	2689	0	AT3G57930
TR24055|c0_g2	1	2693	Translation protein SH3-like family protein	AT5G67510
TR89979|c0_g1	5	2696	"Embryo-specific protein 3, (ATS3)"	AT5G62210
TR51339|c0_g1	5	2699	UDP-D-glucose/UDP-D-galactose 4-epimerase 2	AT4G23920
TR74865|c0_g1	5	2699	UDP-D-glucose/UDP-D-galactose 4-epimerase 2	AT4G23920
TR100921|c4_g1	6	2703	Protein of unknown function (DUF630 and DUF632)	AT2G19090
TR24931|c0_g1	2	2704	sugar transporter protein 7	AT4G02050
TR29019|c0_g1	6	2708	Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein	AT3G52490
TR38980|c0_g3	1	2710	inner membrane protein OXA1-like	AT2G46470
TR38980|c1_g1	1	2710	inner membrane protein OXA1-like	AT2G46470
TR50530|c0_g1	5	2711	Thioesterase superfamily protein	AT1G48320
TR52222|c0_g1	1	2712	Cox19-like CHCH family protein	AT5G09570
TR78087|c0_g1	4	2713	Protein of unknown function (DUF1677)	AT2G25780
TR26783|c0_g1	1	2714	"Protein-tyrosine phosphatase-like, PTPLA"	AT5G10480
TR76275|c4_g1	3	2716	Mitochondrial ATP synthase subunit G protein	AT2G19680
TR88562|c1_g1	4	2719	ARM repeat superfamily protein	AT1G76390
TR46349|c0_g1	4	2720	0	AT1G07190
TR51035|c1_g3	6	2721	RNA binding;abscisic acid binding	AT4G16280
TR51035|c1_g2	5	2721	RNA binding;abscisic acid binding	AT4G16280
TR99633|c0_g1	1	2722	tetraticopeptide domain-containing thioredoxin	AT3G17880
TR27691|c1_g1	2	2722	tetraticopeptide domain-containing thioredoxin	AT3G17880
TR82503|c0_g1	1	2722	tetraticopeptide domain-containing thioredoxin	AT3G17880
TR40816|c0_g1	2	2724	Pentatricopeptide repeat (PPR) superfamily protein	AT3G48250
TR67680|c0_g1	3	2726	0	AT2G47820
TR40019|c1_g2	3	2727	2-phosphoglycolate phosphatase 1	AT5G36700
TR50491|c0_g1	6	2731	WRKY DNA-binding protein 3	AT2G03340
TR65430|c0_g1	5	2731	WRKY DNA-binding protein 3	AT2G03340
TR39020|c3_g1	5	2735	BEL1-like homeodomain 2	AT4G36870
TR97752|c0_g1	1	2736	Ran BP2/NZF zinc finger-like superfamily protein	AT1G70650
TR87467|c0_g1	4	2736	Ran BP2/NZF zinc finger-like superfamily protein	AT1G70650
TR97595|c0_g1	6	2737	TIFY domain/Divergent CCT motif family protein	AT1G70700
TR93866|c0_g1	5	2738	GATA type zinc finger transcription factor family protein	AT1G10200
TR50918|c0_g2	4	2744	RING/U-box superfamily protein	AT5G01960
TR88687|c0_g1	4	2744	RING/U-box superfamily protein	AT5G01960
TR94263|c0_g1	5	2746	0	AT2G25735
TR59651|c0_g1	2	2747	Glycosyl hydrolase superfamily protein	AT3G15800
TR100692|c1_g1	4	2751	Domain of unknown function (DUF966)	AT2G28150
TR24674|c1_g1	6	2751	Domain of unknown function (DUF966)	AT2G28150
TR48777|c0_g1	4	2754	DEAD box RNA helicase family protein	AT3G06480
TR34506|c0_g1	6	2754	DEAD box RNA helicase family protein	AT3G06480
TR30703|c0_g1	5	2754	DEAD box RNA helicase family protein	AT3G06480
TR97763|c1_g2	6	2754	DEAD box RNA helicase family protein	AT3G06480
TR66254|c0_g1	1	2761	Uncharacterised conserved protein UCP022280	AT2G45060
TR99211|c0_g1	1	2766	Transducin/WD40 repeat-like superfamily protein	AT3G50590
TR61880|c0_g1	6	2770	Domain of unknown function (DUF966)	AT5G59790
TR92671|c0_g1	1	2776	0	AT4G22560
TR101094|c0_g1	1	2776	0	AT4G22560
TR32440|c0_g2	1	2777	Plant protein of unknown function (DUF641)	AT1G53380
TR32440|c0_g1	1	2777	Plant protein of unknown function (DUF641)	AT1G53380
TR63301|c0_g1	2	2779	Myosin heavy chain-related protein	AT4G40020
TR64208|c0_g1	1	2779	Myosin heavy chain-related protein	AT4G40020
TR70519|c0_g1	5	2780	0	AT2G28870
TR46415|c0_g1	2	2792	NAD-dependent malic enzyme 1	AT2G13560
TR36028|c0_g1	6	2794	HVA22 homologue C	AT1G69700
TR35981|c0_g2	6	2800	chaperone protein dnaJ-related	AT5G06130
TR93043|c0_g1	1	2800	chaperone protein dnaJ-related	AT5G06130
TR42307|c0_g1	6	2801	hydroxyproline-rich glycoprotein family protein	AT1G32610
TR48773|c0_g1	1	2802	endoplasmic reticulum oxidoreductins 2	AT2G38960
TR54795|c0_g1	3	2803	0	AT2G44600
TR26225|c1_g1	6	2805	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G30550
TR88544|c0_g1	1	2806	nine-cis-epoxycarotenoid dioxygenase 4	AT4G19170
TR23923|c0_g1	4	2807	Chaperone DnaJ-domain superfamily protein	AT2G33735
TR99861|c0_g3	1	2807	Chaperone DnaJ-domain superfamily protein	AT2G33735
TR67703|c1_g1	3	2809	0	AT4G14830
TR46306|c0_g1	1	2814	zinc ion binding;nucleic acid binding	AT2G24030
TR23204|c1_g1	2	2820	protochlorophyllide oxidoreductase A	AT5G54190
TR27804|c0_g1	2	2821	"PRLI-interacting factor, putative"	AT5G19900
TR56281|c0_g1	2	2821	"PRLI-interacting factor, putative"	AT5G19900
TR84312|c0_g1	1	2822	Mitochondrial transcription termination factor family protein	AT2G44020
TR91721|c0_g1	1	2826	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT2G39750
TR50395|c0_g1	1	2827	Mitochondrial substrate carrier family protein	AT2G39970
TR35361|c0_g1	1	2830	translocase of outer membrane 20 kDa subunit 3	AT3G27080
TR97810|c0_g1	1	2832	mitogen-activated protein kinase kinase kinase 19	AT5G67080
TR76323|c0_g1	3	2833	0	AT5G05180
TR50386|c2_g1	5	2840	SPT2 chromatin protein	AT2G22720
TR59773|c0_g1	6	2841	NAC 014	AT1G33060
TR70323|c0_g1	3	2844	0	AT5G53440
TR26188|c2_g1	3	2845	phototropin 1	AT3G45780
TR40018|c5_g1	2	2845	phototropin 1	AT3G45780
TR75665|c1_g2	5	2848	sorting nexin 2B	AT5G07120
TR94711|c0_g1	2	2848	sorting nexin 2B	AT5G07120
TR38163|c0_g1	3	2853	Protein kinase superfamily protein	AT1G73450
TR75592|c0_g1	5	2858	Ypt/Rab-GAP domain of gyp1p superfamily protein	AT4G29950
TR76250|c1_g2	3	2859	evolutionarily conserved C-terminal region 10	AT5G58190
TR57985|c2_g2	6	2860	"Protein of unknown function, DUF599"	AT5G24790
TR36079|c0_g2	5	2864	transducin family protein / WD-40 repeat family protein	AT2G30050
TR84262|c0_g1	1	2867	lecithin:cholesterol acyltransferase 3	AT3G03310
TR46905|c0_g2	6	2869	Protein of unknown function (DUF3506)	AT1G27510
TR50223|c0_g1	3	2871	zinc ion binding;isoleucine-tRNA ligases;ATP binding;aminoacyl-tRNA ligases;nucleotide binding	AT3G23145
TR100004|c0_g1	1	2873	#N/A	#N/A
TR59036|c0_g2	1	2875	Mitochondrial substrate carrier family protein	AT5G64970
TR24202|c0_g1	5	2878	KCBP-interacting protein kinase	AT3G52890
TR74415|c0_g1	4	2880	calcium-dependent protein kinase 16	AT2G17890
TR22671|c0_g1	3	2881	UDP-glucose pyrophosphorylase 2	AT5G17310
TR53237|c1_g2	1	2884	Ribophorin I	AT1G76400
TR47598|c0_g1	6	2894	6-phosphogluconate dehydrogenase family protein	AT1G71170
TR56233|c0_g1	4	2898	DHHC-type zinc finger family protein	AT1G69420
TR38407|c0_g1	4	2903	PPPDE putative thiol peptidase family protein	AT1G47740
TR93604|c0_g1	2	2905	glutamate synthase 1	AT5G04140
TR93628|c0_g1	2	2905	glutamate synthase 1	AT5G04140
TR68975|c8_g1	6	2908	2-isopropylmalate synthase 2	AT5G23020
TR33828|c0_g1	1	2910	trehalose-phosphatase/synthase 2	AT1G16980
TR56333|c1_g2	2	2910	trehalose-phosphatase/synthase 2	AT1G16980
TR58670|c0_g1	2	2910	trehalose-phosphatase/synthase 2	AT1G16980
TR32657|c0_g1	4	2911	polypyrimidine tract-binding protein 3	AT1G43190
TR57972|c0_g3	6	2912	Protein of unknown function (DUF607)	AT1G57610
TR76382|c0_g1	5	2912	Protein of unknown function (DUF607)	AT1G57610
TR45470|c0_g1	2	2921	DC1 domain-containing protein	AT1G60420
TR53726|c0_g1	1	2922	monooxygenase 1	AT4G15760
TR38904|c0_g1	5	2925	carboxyl terminus of HSC70-interacting protein	AT3G07370
TR26839|c0_g3	4	2927	Transducin/WD40 repeat-like superfamily protein	AT3G49660
TR65194|c0_g1	1	2930	Nucleotide-diphospho-sugar transferases superfamily protein	AT2G35710
TR59928|c0_g1	1	2930	Nucleotide-diphospho-sugar transferases superfamily protein	AT2G35710
TR38481|c1_g1	5	2932	"DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain"	AT5G60410
TR26257|c11_g1	4	2933	"ATPase, V1 complex, subunit B protein"	AT4G38510
TR83714|c0_g4	5	2937	Presenilin-2	AT2G29900
TR77467|c0_g1	5	2942	protein phosphatase 2A-2	AT1G10430
TR96257|c0_g1	5	2945	Family of unknown function (DUF577)	AT1G66060
TR30753|c0_g1	3	2948	IQ-domain 32	AT1G19870
TR84264|c0_g1	6	2948	IQ-domain 32	AT1G19870
TR38296|c0_g1	3	2950	alpha/beta-Hydrolases superfamily protein	AT1G10740
TR50336|c5_g1	5	2950	alpha/beta-Hydrolases superfamily protein	AT1G10740
TR62076|c1_g2	3	2957	Putative membrane lipoprotein	AT4G00310
TR79377|c0_g1	1	2967	TCP-1/cpn60 chaperonin family protein	AT3G11830
TR50363|c3_g1	1	2972	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	AT2G38740
TR58982|c0_g1	2	2972	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	AT2G38740
TR46406|c0_g1	3	2978	0	AT3G50910
TR50498|c1_g1	6	2982	Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein	AT2G29970
TR46922|c2_g1	6	2982	Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein	AT2G29970
