transcript	cluster	ortho	annota	Atid
TR29912|c0_g2	5	2799	Magnesium transporter CorA-like family protein	AT5G09720
TR34029|c5_g1	3	2801	hydroxyproline-rich glycoprotein family protein	AT1G32610
TR51302|c1_g1	1	2801	hydroxyproline-rich glycoprotein family protein	AT1G32610
TR43904|c0_g1	2	2803	0	AT2G44600
TR15702|c4_g1	2	2803	0	AT2G44600
TR61115|c6_g1	1	2803	0	AT2G44600
TR38987|c1_g1	3	2805	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G30550
TR14605|c4_g1	5	2806	nine-cis-epoxycarotenoid dioxygenase 4	AT4G19170
TR33847|c3_g1	2	2806	nine-cis-epoxycarotenoid dioxygenase 4	AT4G19170
TR31437|c6_g4	5	2806	nine-cis-epoxycarotenoid dioxygenase 4	AT4G19170
TR32793|c4_g4	2	2810	"nuclear factor Y, subunit A10"	AT5G06510
TR32793|c4_g5	6	2810	"nuclear factor Y, subunit A10"	AT5G06510
TR4289|c2_g1	2	2811	Glycolipid transfer protein (GLTP) family protein	AT2G34690
TR49854|c3_g1	5	2817	isoamylase 1	AT2G39930
TR9990|c1_g6	4	2818	C-terminal domain phosphatase-like 3	AT2G33540
TR8370|c2_g1	6	2821	"PRLI-interacting factor, putative"	AT5G19900
TR8370|c1_g1	1	2821	"PRLI-interacting factor, putative"	AT5G19900
TR14650|c5_g1	1	2822	Mitochondrial transcription termination factor family protein	AT2G44020
TR22150|c3_g1	3	2833	0	AT5G05180
TR44017|c0_g1	1	2834	Pseudouridine synthase family protein	AT3G19440
TR18472|c4_g1	2	2836	glucose-6-phosphate dehydrogenase 1	AT5G35790
TR32314|c4_g1	4	2837	nudix hydrolase homolog 12	AT1G12880
TR59113|c0_g1	5	2840	SPT2 chromatin protein	AT2G22720
TR37767|c3_g1	1	2841	NAC 014	AT1G33060
TR14880|c7_g1	4	2842	RING/U-box superfamily protein	AT2G18650
TR21622|c5_g2	5	2844	0	AT5G53440
TR21622|c3_g2	2	2844	0	AT5G53440
TR13496|c6_g2	2	2845	phototropin 1	AT3G45780
TR21602|c2_g2	2	2848	sorting nexin 2B	AT5G07120
TR21602|c2_g1	4	2848	sorting nexin 2B	AT5G07120
TR33245|c3_g1	3	2850	microtubule-associated protein 65-7	AT1G14690
TR21611|c3_g3	2	2855	ankyrin repeat-containing protein 2	AT4G35450
TR32791|c0_g3	3	2856	"dehydroquinate dehydratase, putative / shikimate dehydrogenase, putative"	AT3G06350
TR47523|c0_g1	3	2862	F-box family protein	AT5G48170
TR49842|c4_g1	3	2864	transducin family protein / WD-40 repeat family protein	AT2G30050
TR49836|c2_g1	2	2867	lecithin:cholesterol acyltransferase 3	AT3G03310
TR22023|c0_g1	2	2867	lecithin:cholesterol acyltransferase 3	AT3G03310
TR60755|c5_g1	6	2867	lecithin:cholesterol acyltransferase 3	AT3G03310
TR47289|c0_g1	6	2878	KCBP-interacting protein kinase	AT3G52890
TR56520|c6_g3	4	2878	KCBP-interacting protein kinase	AT3G52890
TR15367|c2_g2	2	2881	UDP-glucose pyrophosphorylase 2	AT5G17310
TR6853|c5_g1	6	2884	Ribophorin I	AT1G76400
TR18275|c4_g1	4	2886	NDR1/HIN1-like 8	AT1G32340
TR54703|c2_g1	4	2891	aldehyde dehydrogenase 10A8	AT1G74920
TR10052|c1_g1	2	2896	Uncharacterised protein family (UPF0041)	AT4G14695
TR1884|c4_g1	2	2901	RUB1 conjugating enzyme 1	AT4G36800
TR24867|c0_g1	3	2903	PPPDE putative thiol peptidase family protein	AT1G47740
TR35504|c0_g1	6	2905	glutamate synthase 1	AT5G04140
TR24800|c1_g4	3	2905	glutamate synthase 1	AT5G04140
TR46482|c0_g1	4	2905	glutamate synthase 1	AT5G04140
TR47243|c1_g1	3	2906	C-terminal domain phosphatase-like 4	AT5G58003
TR15147|c1_g1	2	2909	0	AT4G08330
TR3704|c0_g1	5	2910	trehalose-phosphatase/synthase 2	AT1G16980
TR3704|c0_g2	5	2910	trehalose-phosphatase/synthase 2	AT1G16980
TR32225|c0_g1	1	2911	polypyrimidine tract-binding protein 3	AT1G43190
TR55287|c0_g1	5	2911	polypyrimidine tract-binding protein 3	AT1G43190
TR26881|c0_g1	2	2919	SNF7 family protein	AT5G44560
TR22398|c4_g1	2	2923	myb-like transcription factor family protein	AT3G25790
TR22398|c4_g2	2	2923	myb-like transcription factor family protein	AT3G25790
TR13607|c0_g2	1	2927	Transducin/WD40 repeat-like superfamily protein	AT3G49660
TR58702|c2_g2	3	2927	Transducin/WD40 repeat-like superfamily protein	AT3G49660
TR49848|c0_g1	2	2929	Lactate/malate dehydrogenase family protein	AT1G04410
TR47045|c0_g1	3	2930	Nucleotide-diphospho-sugar transferases superfamily protein	AT2G35710
TR39556|c14_g1	4	2936	decapping 1	AT1G08370
TR52341|c5_g1	2	2937	Presenilin-2	AT2G29900
TR31534|c2_g1	2	2939	tubby like protein 7	AT1G53320
TR32279|c3_g2	2	2940	WRKY DNA-binding protein 65	AT1G29280
TR3911|c0_g1	6	2941	cytidinediphosphate diacylglycerol synthase 2	AT4G22340
TR45083|c0_g1	1	2943	"Protein Transporter, Pam16"	AT5G61880
TR43889|c0_g1	1	2944	"Protein of unknown function, DUF538"	AT3G08890
TR29864|c3_g1	2	2945	Family of unknown function (DUF577)	AT1G66060
TR54689|c9_g1	3	2947	Phosphoglycerate mutase family protein	AT5G64460
TR43012|c1_g1	3	2949	PDI-like 1-1	AT1G21750
TR17007|c0_g1	2	2950	alpha/beta-Hydrolases superfamily protein	AT1G10740
TR60827|c8_g1	3	2967	TCP-1/cpn60 chaperonin family protein	AT3G11830
TR25380|c6_g2	6	2970	"ATP-dependent RNA helicase, mitochondrial (SUV3)"	AT4G14790
TR14880|c6_g2	1	2971	RNA-binding (RRM/RBD/RNP motifs) family protein	AT4G09040
TR14880|c6_g3	2	2971	RNA-binding (RRM/RBD/RNP motifs) family protein	AT4G09040
TR23466|c0_g1	3	2972	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	AT2G38740
TR15201|c1_g1	3	2972	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	AT2G38740
TR39490|c4_g1	1	2974	Chlorophyll A-B binding family protein	AT3G22840
TR59748|c1_g1	2	2977	alternative  NAD(P)H dehydrogenase 1	AT1G07180
TR11113|c0_g1	5	2982	Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein	AT2G29970
TR29366|c7_g1	2	2982	Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein	AT2G29970
TR50053|c0_g1	5	2982	Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein	AT2G29970
TR14928|c0_g1	6	2984	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G48600
TR32000|c0_g1	1	2986	O-Glycosyl hydrolases family 17 protein	AT5G58480
TR19925|c5_g4	3	2986	O-Glycosyl hydrolases family 17 protein	AT5G58480
TR55401|c0_g2	4	2988	Acyl-CoA thioesterase family protein	AT4G00520
TR51927|c2_g2	2	2988	Acyl-CoA thioesterase family protein	AT4G00520
TR24858|c4_g2	4	2989	Transcription elongation factor (TFIIS) family protein	AT4G19000
TR49231|c1_g1	2	2990	Transmembrane Fragile-X-F-associated protein	AT1G68820
TR37836|c3_g3	1	2998	Major facilitator superfamily protein	AT5G59250
TR39436|c2_g1	4	3004	alpha/beta-Hydrolases superfamily protein	AT1G52510
TR15878|c0_g2	5	3004	alpha/beta-Hydrolases superfamily protein	AT1G52510
TR48958|c4_g1	2	3013	TMPIT-like protein	AT4G10430
TR42875|c0_g1	4	3016	lysophosphatidyl acyltransferase 2	AT3G57650
TR25830|c7_g1	2	3016	lysophosphatidyl acyltransferase 2	AT3G57650
TR35453|c1_g1	4	3018	Tetratricopeptide repeat (TPR)-like superfamily protein	AT1G71060
TR23960|c0_g1	3	3018	Tetratricopeptide repeat (TPR)-like superfamily protein	AT1G71060
TR33260|c1_g2	3	3021	Cysteine proteinases superfamily protein	AT3G57810
TR33280|c0_g1	2	3021	Cysteine proteinases superfamily protein	AT3G57810
TR54665|c5_g2	1	3022	Protein kinase superfamily protein	AT2G32850
TR60824|c0_g1	5	3022	Protein kinase superfamily protein	AT2G32850
TR51359|c3_g2	3	3025	Kinase-related protein of unknown function (DUF1296)	AT3G13990
TR44797|c0_g1	6	3026	Cation efflux family protein	AT3G58060
TR19311|c1_g1	6	3026	Cation efflux family protein	AT3G58060
TR33210|c11_g1	2	3028	Major facilitator superfamily protein	AT1G31470
TR48917|c5_g1	4	3029	Phenazine biosynthesis PhzC/PhzF protein	AT4G02860
TR48917|c5_g2	1	3029	Phenazine biosynthesis PhzC/PhzF protein	AT4G02860
TR15876|c4_g1	5	3033	C2H2 zinc-finger protein SERRATE (SE)	AT2G27100
TR32518|c0_g1	6	3054	"N2,N2-dimethylguanosine tRNA methyltransferase"	AT5G15810
TR26955|c2_g1	6	3055	Plant calmodulin-binding protein-related	AT2G38800
TR26955|c2_g2	1	3055	Plant calmodulin-binding protein-related	AT2G38800
TR24862|c0_g1	2	3055	Plant calmodulin-binding protein-related	AT2G38800
TR26980|c5_g1	1	3057	Senescence/dehydration-associated protein-related	AT3G51250
TR49530|c0_g3	1	3062	thioredoxin family protein	AT2G47470
TR55757|c5_g1	4	3065	B-box type zinc finger family protein	AT4G27310
TR47214|c2_g2	6	3066	0	AT2G25730
TR44605|c1_g1	6	3070	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	AT5G66950
TR23242|c1_g2	6	3074	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	AT1G33320
TR33766|c6_g1	2	3074	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	AT1G33320
TR51304|c3_g1	2	3080	RNA-binding protein	AT2G43970
TR49809|c12_g1	6	3081	0	AT2G31600
TR22362|c7_g2	5	3083	Protein of unknown function (DUF506) 	AT2G20670
TR60042|c5_g2	4	3085	SPA1-related 4	AT1G53090
TR34376|c0_g1	2	3086	0	AT4G00770
TR60970|c5_g1	6	3087	chloroplast heat shock protein 70-1	AT4G24280
TR16937|c3_g1	2	3089	catalytic LigB subunit of aromatic ring-opening dioxygenase family	AT4G15093
TR16937|c1_g1	1	3089	catalytic LigB subunit of aromatic ring-opening dioxygenase family	AT4G15093
TR59563|c1_g1	6	3089	catalytic LigB subunit of aromatic ring-opening dioxygenase family	AT4G15093
TR16937|c2_g1	2	3089	catalytic LigB subunit of aromatic ring-opening dioxygenase family	AT4G15093
TR52418|c0_g1	5	3090	ARM repeat superfamily protein	AT5G62580
TR40302|c3_g2	2	3099	#N/A	#N/A
TR25904|c2_g2	2	3103	Aldolase superfamily protein	AT2G26800
TR31198|c0_g1	3	3104	Plant protein of unknown function (DUF868)	AT3G04860
TR24633|c2_g1	1	3109	dicarboxylate carrier 2	AT4G24570
TR2156|c2_g2	6	3111	0	AT4G30740
TR25371|c4_g4	3	3112	CASC3/Barentsz eIF4AIII binding	AT1G15280
TR53323|c0_g1	4	3113	Eukaryotic aspartyl protease family protein	AT3G50050
TR8027|c0_g1	4	3116	Plant protein 1589 of unknown function	AT3G61700
TR24806|c1_g2	3	3118	Plant protein of unknown function (DUF869)	AT1G19835
TR6931|c1_g2	3	3121	BES1/BZR1 homolog 1	AT3G50750
TR61003|c6_g1	6	3126	Protein phosphatase 2C family protein	AT4G33920
TR61077|c7_g1	2	3126	Protein phosphatase 2C family protein	AT4G33920
TR58483|c1_g1	1	3126	Protein phosphatase 2C family protein	AT4G33920
TR8356|c5_g2	2	3128	"Clathrin, heavy chain"	AT3G11130
TR60176|c1_g1	3	3131	Shugoshin C terminus	AT5G04320
TR51369|c1_g1	4	3134	#N/A	#N/A
TR58703|c3_g2	5	3134	#N/A	#N/A
TR31082|c0_g1	5	3140	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	AT1G55900
TR43831|c0_g1	4	3143	K-box region and MADS-box transcription factor family protein 	AT3G54340
TR44654|c13_g1	5	3150	DEA(D/H)-box RNA helicase family protein	AT1G55150
TR14914|c1_g2	5	3150	DEA(D/H)-box RNA helicase family protein	AT1G55150
TR5646|c4_g1	1	3152	aminopeptidase M1	AT4G33090
TR2413|c0_g1	3	3153	Kinase interacting (KIP1-like) family protein	AT4G03153
TR24585|c1_g2	4	3154	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT1G73170
TR3679|c2_g3	4	3155	"GDP-D-mannose 3',5'-epimerase"	AT5G28840
TR3679|c2_g2	3	3155	"GDP-D-mannose 3',5'-epimerase"	AT5G28840
TR17890|c2_g1	2	3156	Pentatricopeptide repeat (PPR) superfamily protein	AT3G22670
TR33797|c0_g3	4	3157	Ribosomal L29e protein family	AT3G06700
TR25887|c3_g1	5	3159	VP1/ABI3-like 3	AT4G21550
TR26998|c1_g1	3	3160	Immunoglobulin E-set superfamily protein	AT5G06480
TR35449|c3_g1	2	3167	"Transcription factor IIA, alpha/beta subunit"	AT1G07480
TR22149|c8_g2	3	3173	phosphofructokinase 5	AT2G22480
TR58510|c1_g1	1	3179	0	AT2G37480
TR17437|c5_g4	1	3180	Ubiquitin fusion degradation UFD1 family protein	AT2G29070
TR1810|c4_g1	6	3180	Ubiquitin fusion degradation UFD1 family protein	AT2G29070
TR19293|c5_g1	1	3180	Ubiquitin fusion degradation UFD1 family protein	AT2G29070
TR1810|c5_g1	2	3180	Ubiquitin fusion degradation UFD1 family protein	AT2G29070
TR32044|c2_g4	4	3182	Protein of unknown function (DUF3741)	AT5G02390
TR42037|c5_g2	3	3185	Sec14p-like phosphatidylinositol transfer family protein	AT1G01630
TR55851|c0_g1	3	3189	Alkaline phytoceramidase (aPHC)	AT5G11870
TR5608|c3_g1	1	3189	Alkaline phytoceramidase (aPHC)	AT5G11870
TR49216|c0_g1	4	3190	Chaperone DnaJ-domain superfamily protein	AT1G80920
TR13541|c0_g2	1	3193	0	AT3G48510
TR24174|c0_g2	6	3198	ACT-like superfamily protein	AT5G25320
TR38869|c4_g1	1	3200	0	AT1G64680
TR10038|c4_g2	6	3205	Eukaryotic protein of unknown function (DUF872)	AT2G19350
TR51964|c4_g1	4	3213	"PHD finger transcription factor, putative"	AT5G58610
TR21537|c5_g1	6	3213	"PHD finger transcription factor, putative"	AT5G58610
TR59757|c4_g1	2	3224	5'-3' exonuclease family protein	AT3G28030
TR32845|c1_g1	6	3224	5'-3' exonuclease family protein	AT3G28030
TR15859|c0_g1	3	3225	Mitochondrial transcription termination factor family protein	AT4G19650
TR2078|c0_g1	3	3225	Mitochondrial transcription termination factor family protein	AT4G19650
TR8360|c0_g1	3	3228	phosphate transporter 4;2	AT2G38060
TR51965|c0_g1	5	3230	"splicing factor, putative"	AT5G64270
TR50259|c11_g1	2	3232	anthranilate synthase alpha subunit 1	AT5G05730
TR46537|c0_g1	3	3235	0	AT2G30820
TR47011|c0_g1	3	3235	0	AT2G30820
TR35661|c0_g1	5	3237	ubiquitin-conjugating enzyme 20	AT1G50490
TR15665|c6_g1	1	3243	FK506 BINDING PROTEIN 53	AT4G25340
TR23259|c7_g3	3	3246	MATE efflux family protein	AT5G49130
TR36973|c0_g1	6	3249	ADP-ribosylation factor B1B	AT5G17060
TR36973|c0_g3	3	3249	ADP-ribosylation factor B1B	AT5G17060
TR57573|c2_g1	2	3249	ADP-ribosylation factor B1B	AT5G17060
TR1805|c0_g1	1	3252	scarecrow-like 3	AT1G50420
TR1037|c0_g1	6	3253	ubiquitin protein ligase 5	AT4G12570
TR15236|c1_g1	1	3254	0	AT4G16447
TR7357|c7_g1	4	3255	RAB GTPase homolog A5B	AT3G07410
TR33284|c3_g2	6	3256	HPT phosphotransmitter 4	AT3G16360
TR14892|c0_g1	3	3259	Protein of unknown function (DUF1421)	AT4G28300
TR9082|c0_g2	1	3259	Protein of unknown function (DUF1421)	AT4G28300
TR23140|c4_g2	3	3260	Sec23/Sec24 protein transport family protein	AT4G32640
TR56519|c0_g1	2	3261	BTB/POZ domain with WD40/YVTN repeat-like protein	AT4G30940
TR24613|c6_g1	3	3264	Protein kinase superfamily protein	AT1G18670
TR60782|c3_g1	4	3266	0	AT5G42960
TR24207|c0_g1	4	3268	hapless 8	AT5G56250
TR22200|c0_g2	3	3273	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT5G11480
TR48968|c0_g2	4	3274	Integrin-linked protein kinase family	AT3G59830
TR17501|c2_g1	1	3276	0	AT5G67550
TR42011|c0_g1	6	3276	0	AT5G67550
TR32041|c5_g1	3	3276	0	AT5G67550
TR32775|c7_g2	1	3280	APR-like 7	AT5G18120
TR15799|c0_g1	6	3292	0	AT2G38430
TR58023|c8_g2	6	3294	serine carboxypeptidase-like 50	AT1G15000
TR14638|c4_g1	1	3294	serine carboxypeptidase-like 50	AT1G15000
TR58023|c0_g1	6	3294	serine carboxypeptidase-like 50	AT1G15000
TR39478|c2_g1	5	3296	zinc-dependent activator protein-1	AT2G04880
TR27137|c6_g1	6	3299	zinc ion binding;DNA binding	AT5G63700
TR23285|c0_g1	5	3299	zinc ion binding;DNA binding	AT5G63700
TR5315|c0_g1	3	3300	plectin-related	AT2G26770
TR32822|c4_g1	3	3300	plectin-related	AT2G26770
TR7960|c0_g1	2	3308	NDH-dependent cyclic electron flow 1	AT3G16250
TR15881|c0_g1	6	3320	0	AT2G17787
TR58745|c0_g1	2	3320	0	AT2G17787
TR39551|c0_g1	2	3321	Outer arm dynein light chain 1 protein	AT2G34680
TR8324|c3_g1	3	3322	Histone H3 K4-specific methyltransferase SET7/9 family protein	AT1G77660
TR29371|c4_g3	5	3323	G-box binding factor 2	AT4G01120
TR38215|c5_g3	4	3323	G-box binding factor 2	AT4G01120
TR44601|c1_g1	1	3327	PHD finger family protein	AT1G77800
TR8880|c1_g1	2	3329	Thioesterase superfamily protein	AT1G04290
TR32294|c6_g1	3	3335	Protein of unknown function (DUF962)	AT1G18720
TR34131|c1_g3	2	3338	RING/U-box superfamily protein	AT2G37150
TR536|c2_g1	2	3338	RING/U-box superfamily protein	AT2G37150
TR23319|c1_g2	1	3348	0	AT2G46080
TR31225|c3_g1	5	3350	0	AT5G14970
TR23265|c1_g1	1	3351	Neutral/alkaline non-lysosomal ceramidase	AT5G58980
TR4875|c2_g1	3	3354	poly(A) binding protein 6	AT3G16380
TR29838|c0_g1	3	3354	poly(A) binding protein 6	AT3G16380
TR14799|c6_g1	2	3355	#N/A	#N/A
TR46267|c0_g1	3	3360	Mitochondrial glycoprotein family protein	AT1G15870
TR6159|c0_g1	2	3365	NAD(P)-binding Rossmann-fold superfamily protein	AT2G07640
TR23986|c1_g6	2	3367	IQ-domain 5	AT3G22190
TR37816|c2_g2	1	3370	NAD(P)-binding Rossmann-fold superfamily protein	AT1G24360
TR6900|c4_g1	6	3371	Aluminium induced protein with YGL and LRDR motifs	AT5G19140
TR4373|c8_g1	5	3371	Aluminium induced protein with YGL and LRDR motifs	AT5G19140
TR23243|c1_g4	2	3371	Aluminium induced protein with YGL and LRDR motifs	AT5G19140
TR25880|c2_g4	3	3372	Copper amine oxidase family protein	AT2G42490
TR25880|c5_g3	3	3372	Copper amine oxidase family protein	AT2G42490
TR27809|c0_g1	3	3374	O-fucosyltransferase family protein	AT3G03810
TR7875|c2_g2	5	3378	SAP domain-containing protein	AT5G66840
TR53153|c0_g1	3	3378	SAP domain-containing protein	AT5G66840
TR8578|c0_g2	2	3383	nitrate reductase 2	AT1G37130
TR37008|c8_g1	4	3383	nitrate reductase 2	AT1G37130
TR7846|c2_g1	3	3385	S-locus lectin protein kinase family protein	AT5G35370
TR7846|c2_g2	1	3385	S-locus lectin protein kinase family protein	AT5G35370
TR19704|c0_g2	2	3388	glutathione S-transferase THETA 2	AT5G41240
TR19704|c1_g1	2	3388	glutathione S-transferase THETA 2	AT5G41240
TR19704|c0_g3	2	3388	glutathione S-transferase THETA 2	AT5G41240
TR19704|c0_g1	1	3388	glutathione S-transferase THETA 2	AT5G41240
TR15317|c0_g1	3	3389	proliferating cellular nuclear antigen 1	AT1G07370
TR8886|c1_g1	3	3397	xyloglucanase 113	AT2G35610
TR49785|c0_g1	3	3398	#N/A	#N/A
TR31479|c1_g1	2	3407	FRIGIDA-like protein	AT4G00650
TR44609|c1_g1	3	3410	0	AT2G33510
TR36572|c0_g1	6	3414	0	AT5G49960
TR58454|c6_g2	1	3417	Sterile alpha motif (SAM) domain-containing protein	AT3G07170
TR58416|c13_g1	6	3419	RNA binding (RRM/RBD/RNP motifs) family protein	AT3G12640
TR24198|c3_g1	3	3424	pseudo-response regulator 7	AT5G02810
TR7414|c0_g1	6	3427	nuclear matrix constituent protein-related	AT1G13220
TR34022|c2_g1	4	3427	nuclear matrix constituent protein-related	AT1G13220
TR35019|c0_g2	2	3428	Cobalamin biosynthesis CobW-like protein	AT1G15730
TR60777|c2_g1	4	3428	Cobalamin biosynthesis CobW-like protein	AT1G15730
TR14770|c3_g1	4	3430	tubby like protein 3	AT2G47900
TR13110|c2_g1	6	3430	tubby like protein 3	AT2G47900
TR1837|c4_g1	4	3436	serine/threonine protein kinase 2	AT3G08720
TR1837|c1_g2	4	3436	serine/threonine protein kinase 2	AT3G08720
TR33292|c3_g1	2	3450	vacuolar ATP synthase subunit H family protein	AT3G42050
TR42639|c0_g1	3	3453	G-box binding factor 4	AT1G03970
TR35517|c2_g1	1	3454	0	AT2G45380
TR4954|c0_g1	3	3460	Putative endonuclease or glycosyl hydrolase	AT3G62210
TR37015|c10_g3	4	3468	Cystathionine beta-synthase (CBS) family protein	AT4G36910
TR24546|c4_g4	6	3468	Cystathionine beta-synthase (CBS) family protein	AT4G36910
TR35041|c0_g1	4	3485	"Protein of unknown function, DUF593"	AT5G16720
TR47040|c0_g1	2	3489	NADPH:quinone oxidoreductase	AT3G27890
TR36185|c0_g1	2	3489	NADPH:quinone oxidoreductase	AT3G27890
TR25287|c0_g1	1	3500	ARABIDOPSIS TRITHORAX-RELATED PROTEIN 6	AT5G24330
TR59157|c0_g1	3	3502	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	AT4G13270
TR13119|c1_g1	2	3510	calmodulin like 42	AT4G20780
TR1714|c0_g1	1	3512	0	AT1G18850
TR60998|c6_g1	2	3516	Protein of unknown function (DUF1162)	AT5G24740
TR3675|c2_g13	4	3516	Protein of unknown function (DUF1162)	AT5G24740
TR59953|c0_g1	3	3516	Protein of unknown function (DUF1162)	AT5G24740
TR26808|c0_g1	4	3516	Protein of unknown function (DUF1162)	AT5G24740
TR19658|c0_g1	4	3516	Protein of unknown function (DUF1162)	AT5G24740
TR23139|c1_g2	3	3518	Protein kinase superfamily protein	AT5G55560
TR44013|c3_g1	4	3519	"Adaptor protein complex AP-1, gamma subunit"	AT1G60070
TR15384|c0_g1	3	3529	Tetratricopeptide repeat (TPR)-like superfamily protein	AT1G22830
TR2111|c3_g1	3	3534	LA RNA-binding protein	AT5G21160
TR15740|c2_g1	4	3535	tRNAHis guanylyltransferase	AT2G32320
TR27246|c0_g1	5	3537	Phox (PX) domain-containing protein	AT2G25350
TR61105|c0_g1	1	3538	U-box domain-containing protein kinase family protein	AT5G61550
TR7374|c1_g2	5	3546	0	AT4G26450
TR18834|c0_g1	5	3553	geminivirus rep interacting kinase 2	AT5G60550
TR15648|c25_g1	6	3554	RING/U-box superfamily protein	AT3G53410
TR4358|c11_g3	2	3555	SNARE-like superfamily protein	AT1G80500
TR37769|c9_g1	1	3557	Protein of unknown function (DUF1644)	AT4G31410
TR60787|c1_g1	4	3557	Protein of unknown function (DUF1644)	AT4G31410
TR11008|c0_g1	3	3560	0	AT2G35658
TR14314|c2_g1	6	3560	0	AT2G35658
TR4285|c0_g1	4	3562	DNA-directed RNA polymerase family protein	ATCG00180
TR60745|c2_g1	3	3564	#N/A	#N/A
TR39720|c1_g1	1	3565	cleavage stimulating factor 64	AT1G71800
TR50236|c1_g1	2	3567	Prolyl oligopeptidase family protein	AT1G76140
TR38959|c2_g1	1	3578	Regulator of Vps4 activity in the MVB pathway protein	AT1G13340
TR23092|c3_g4	3	3579	RNA polymerase II transcription mediators	AT3G04740
TR52460|c0_g1	3	3580	"Intron maturase, type II family protein"	AT1G30010
TR32310|c0_g2	5	3581	RNA-binding KH domain-containing protein	AT3G04610
TR39021|c5_g2	2	3581	RNA-binding KH domain-containing protein	AT3G04610
TR45483|c0_g1	2	3582	0	AT3G56250
TR23136|c8_g1	1	3583	RNA-binding KH domain-containing protein	AT3G13230
TR23136|c4_g1	1	3583	RNA-binding KH domain-containing protein	AT3G13230
TR47023|c1_g1	2	3592	sphingosine kinase 1	AT4G21540
TR38999|c6_g1	6	3599	transcription regulator NOT2/NOT3/NOT5 family protein	AT5G18230
TR14618|c5_g3	1	3604	0	AT1G30475
TR51335|c1_g1	3	3607	dicarboxylate transporter 2.2	AT5G64280
TR60947|c1_g2	3	3608	Tetraspanin family protein	AT2G20740
TR50334|c2_g2	4	3608	Tetraspanin family protein	AT2G20740
TR15742|c2_g1	6	3611	Regulator of chromosome condensation (RCC1) family protein	AT3G55580
TR21602|c1_g1	1	3614	Calcium-dependent lipid-binding (CaLB domain) family protein	AT1G63220
TR22139|c0_g1	1	3615	acid-amino acid ligases;ligases;ATP binding;ATP binding;ligases	AT1G63680
TR33823|c0_g1	2	3620	myo-inositol-1-phosphate synthase 3	AT5G10170
TR59769|c5_g4	2	3623	SNF1-related protein kinase regulatory subunit gamma 1	AT3G48530
TR7807|c0_g1	4	3625	acetyl-CoA synthetase	AT5G36880
TR22107|c7_g1	3	3626	Protein kinase superfamily protein	AT1G11050
TR60000|c8_g1	3	3629	0	AT3G59090
TR37801|c4_g1	1	3634	0	AT3G26890
TR22338|c1_g2	3	3642	Integrin-linked protein kinase family	AT3G58760
TR2122|c3_g3	4	3643	sodium/calcium exchanger family protein / calcium-binding EF hand family protein	AT1G53210
TR24793|c0_g2	3	3653	homeodomain GLABROUS 11	AT1G73360
TR23934|c4_g1	3	3653	homeodomain GLABROUS 11	AT1G73360
TR25309|c7_g2	1	3654	0	AT2G48060
TR36214|c0_g1	2	3658	methionine sulfoxide reductase B 2	AT4G21860
TR23940|c4_g1	3	3660	myosin heavy chain-related	AT4G31340
TR23940|c5_g1	3	3660	myosin heavy chain-related	AT4G31340
TR55773|c3_g4	6	3661	long-chain acyl-CoA synthetase 6	AT3G05970
TR2745|c1_g1	1	3664	RNA polymerase III RPC4	AT4G25180
TR39027|c2_g2	2	3667	0	AT3G18790
TR58926|c0_g1	6	3671	damaged DNA binding;DNA-directed DNA polymerases	AT4G31400
TR41185|c0_g1	2	3676	RAB geranylgeranyl transferase alpha subunit 1	AT4G24490
TR29294|c1_g4	1	3677	MSCS-like 3	AT1G58200
TR18327|c0_g2	2	3678	RING/U-box superfamily protein	AT4G34100
TR40130|c0_g1	2	3679	0	AT5G57000
TR14923|c3_g2	3	3680	Mitochondrial substrate carrier family protein	AT1G07030
TR8611|c1_g1	2	3681	DEAD/DEAH box RNA helicase family protein 	AT5G11170
TR8611|c1_g3	5	3681	DEAD/DEAH box RNA helicase family protein 	AT5G11170
TR8611|c1_g2	2	3681	DEAD/DEAH box RNA helicase family protein 	AT5G11170
TR14916|c1_g1	4	3686	CLIP-associated protein	AT2G20190
TR2731|c0_g1	5	3689	long-chain base (LCB) kinase 1	AT5G23450
TR4432|c8_g1	4	3693	Protein phosphatase 2C family protein	AT2G33700
TR54711|c3_g1	2	3696	indole-3-acetic acid inducible 30	AT3G62100
TR19691|c2_g1	2	3696	indole-3-acetic acid inducible 30	AT3G62100
TR41050|c0_g1	3	3703	ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein	AT4G24690
